SurveyResponseKey,TicketKey,SurveyResponseDate,AgentCourtesyRating,ResolutionQualityRating,WaitTimeRating,FirstContactResolution,NPS_Score,CustomerComment,ResponseTimeHours
4489,8544,2026-06-27,4,4,5,1,10,"Resolved on the first call, very satisfied.",26.41
4490,8545,2026-06-05,4,3,2,1,7,"Support was okay, nothing exceptional.",6.16
4491,8546,2025-12-14,5,3,4,1,5,Quick response and clear explanation.,38.01
4492,8547,2025-04-14,4,3,3,0,7,"Support was okay, nothing exceptional.",41.62
4493,8549,2026-04-02,3,3,2,1,2,Average experience overall.,57.4
4494,8556,2025-02-26,3,4,5,1,9,Agent was friendly and solved my issue quickly.,13.27
4495,8557,2026-04-28,3,3,3,1,2,Issue was resolved but it took a while.,16.77
4496,8558,2025-05-30,5,5,5,1,9,"Great service, very professional and helpful.",5.05
4497,8561,2025-03-20,4,5,4,1,9,Agent was friendly and solved my issue quickly.,1.47
4498,8562,2025-05-05,5,5,4,1,7,"Polite and knowledgeable support, thank you.",11.88
4499,8565,2026-03-28,3,2,3,1,4,The agent was fine but I had to wait.,45.24
4500,8568,2025-06-24,5,2,5,1,5,"Polite and knowledgeable support, thank you.",19.28
4501,8573,2025-04-11,4,3,3,1,5,"Resolved on the first call, very satisfied.",46.85
4502,8574,2025-03-04,5,5,5,1,7,"Great service, very professional and helpful.",14.41
4503,8575,2025-02-27,5,5,2,1,5,Issue was resolved but it took a while.,5.37
4504,8580,2025-09-30,5,5,4,1,8,"Polite and knowledgeable support, thank you.",1.47
4505,8581,2025-11-05,4,3,2,1,3,The agent was fine but I had to wait.,57.39
4506,8582,2026-08-11,4,4,3,1,5,"Resolved on the first call, very satisfied.",8.9
4507,8583,2025-11-12,3,3,1,1,7,Quick response and clear explanation.,39.78
4508,8585,2025-10-16,4,4,3,1,5,"Great service, very professional and helpful.",25.03
4509,8586,2025-07-19,5,5,5,1,9,"Resolved on the first call, very satisfied.",5.98
4510,8587,2026-01-17,5,5,5,1,9,"Resolved on the first call, very satisfied.",11.97
4511,8588,2025-01-11,5,4,3,1,6,Agent was friendly and solved my issue quickly.,16.29
4512,8590,2025-10-06,4,5,5,1,3,"Resolved on the first call, very satisfied.",45.23
4513,8592,2025-04-23,5,5,4,1,6,Agent was friendly and solved my issue quickly.,2.29
4514,8597,2025-03-19,5,5,4,1,9,Quick response and clear explanation.,4.26
4515,8600,2025-11-15,3,3,1,1,2,The problem was not resolved and no follow-up.,37.39
4516,8601,2025-12-14,3,2,5,1,2,Average experience overall.,6.36
4517,8602,2025-09-10,3,4,4,0,5,Issue was resolved but it took a while.,25.13
4518,8605,2026-07-07,5,5,5,1,6,"Resolved on the first call, very satisfied.",26.52
4519,8610,2026-06-27,3,3,4,1,4,Average experience overall.,0.39
4520,8611,2025-12-04,5,3,5,1,6,"Polite and knowledgeable support, thank you.",33.74
4521,8612,2025-10-26,3,2,2,1,5,Got what I needed eventually.,12.36
4522,8613,2025-11-24,2,2,2,1,2,Agent was not helpful and seemed rushed.,47.44
4523,8614,2025-05-06,3,4,5,0,9,Quick response and clear explanation.,10.69
4524,8615,2025-01-24,3,3,1,1,1,"Very frustrating experience, poor communication.",25.41
4525,8616,2026-03-20,5,4,4,1,6,"Resolved on the first call, very satisfied.",13.47
4526,8617,2025-06-29,5,4,4,1,8,"Great service, very professional and helpful.",11.72
4527,8618,2026-03-12,5,5,4,0,8,"Resolved on the first call, very satisfied.",7.39
4528,8620,2026-05-10,4,3,2,0,1,Average experience overall.,27.01
4529,8621,2025-09-15,4,4,2,1,4,Got what I needed eventually.,15.12
4530,8626,2025-02-22,5,3,4,1,4,The agent was fine but I had to wait.,38.29
4531,8629,2025-06-02,4,5,4,1,9,"Polite and knowledgeable support, thank you.",9.89
4532,8630,2025-03-17,4,4,4,1,4,Agent was friendly and solved my issue quickly.,29.06
4533,8634,2026-03-04,2,3,2,1,4,"Support was okay, nothing exceptional.",39.61
4534,8636,2026-04-26,4,4,5,1,7,Quick response and clear explanation.,25.37
4535,8637,2025-02-10,5,5,4,1,9,Quick response and clear explanation.,20.85
4536,8638,2025-03-27,5,5,5,1,5,"Polite and knowledgeable support, thank you.",43.6
4537,8640,2025-03-26,5,5,4,1,10,"Great service, very professional and helpful.",42.47
4538,8641,2025-04-19,5,5,4,1,6,Quick response and clear explanation.,11.03
4539,8642,2025-10-07,5,5,5,1,6,Agent was friendly and solved my issue quickly.,37.58
4540,8643,2025-11-29,5,3,3,1,3,Quick response and clear explanation.,29.04
4541,8645,2025-10-01,4,3,4,1,9,"Polite and knowledgeable support, thank you.",64.15
4542,8646,2025-02-18,5,3,3,1,4,Agent was friendly and solved my issue quickly.,31.06
4543,8649,2025-11-11,4,3,4,1,8,Agent was friendly and solved my issue quickly.,61.19
4544,8650,2026-03-11,3,2,5,1,3,Average experience overall.,27.68
4545,8651,2025-05-19,4,4,5,1,8,Quick response and clear explanation.,60.32
4546,8652,2026-05-20,4,4,4,1,5,Got what I needed eventually.,41.63
4547,8653,2026-04-10,3,4,3,1,5,Average experience overall.,17.51
4548,8654,2026-06-09,3,2,2,0,6,Got what I needed eventually.,17.73
4549,8657,2026-05-28,4,3,2,1,0,The problem was not resolved and no follow-up.,45.13
4550,8658,2025-06-30,5,3,4,1,5,"Resolved on the first call, very satisfied.",6.63
4551,8661,2026-05-29,3,5,3,1,6,"Polite and knowledgeable support, thank you.",11.56
4552,8662,2025-04-22,5,5,5,1,9,"Polite and knowledgeable support, thank you.",9.46
4553,8663,2025-08-18,4,3,3,1,5,"Support was okay, nothing exceptional.",20.16
4554,8666,2026-03-28,3,5,2,1,1,"Support was okay, nothing exceptional.",10.35
4555,8667,2026-05-18,4,2,2,1,3,"Very frustrating experience, poor communication.",22.98
4556,8668,2025-05-22,4,3,3,1,6,Quick response and clear explanation.,23.35
4557,8669,2026-06-20,5,4,5,1,4,"Great service, very professional and helpful.",41.28
4558,8670,2026-01-17,5,4,5,1,10,"Resolved on the first call, very satisfied.",16.06
4559,8673,2025-01-27,4,5,5,1,5,"Polite and knowledgeable support, thank you.",25.38
4560,8674,2025-05-19,5,5,4,1,10,Quick response and clear explanation.,28.15
4561,8675,2025-01-23,3,2,4,1,4,"Support was okay, nothing exceptional.",15.31
4562,8676,2026-07-21,4,2,3,0,4,Issue was resolved but it took a while.,20.22
4563,8677,2025-12-25,4,4,4,1,8,"Resolved on the first call, very satisfied.",20.31
4564,8679,2025-04-25,2,5,4,1,8,Agent was friendly and solved my issue quickly.,45.11
4565,8681,2025-12-10,3,2,3,1,4,Got what I needed eventually.,38.62
4566,8682,2025-03-27,5,5,5,1,7,Quick response and clear explanation.,65.93
4567,8683,2026-06-22,4,4,1,1,6,Got what I needed eventually.,49.65
4568,8684,2025-11-04,5,4,4,1,4,Quick response and clear explanation.,46.9
4569,8687,2025-04-01,4,4,4,1,7,Quick response and clear explanation.,32.97
4570,8690,2026-06-13,3,3,2,1,5,Had to contact you multiple times for the same issue.,36.32
4571,8693,2025-05-25,2,3,2,0,0,The problem was not resolved and no follow-up.,0.88
4572,8694,2025-08-01,5,5,5,1,4,Quick response and clear explanation.,0.39
4573,8696,2026-04-16,4,2,3,1,2,"Great service, very professional and helpful.",22.48
4574,8699,2025-03-28,4,5,5,1,6,Quick response and clear explanation.,33.13
4575,8702,2025-06-12,2,2,1,0,0,The problem was not resolved and no follow-up.,68.96
4576,8703,2025-02-07,4,4,3,1,5,"Great service, very professional and helpful.",47.78
4577,8704,2025-01-28,4,4,4,1,7,"Great service, very professional and helpful.",41.54
4578,8705,2025-05-14,4,4,3,1,4,"Polite and knowledgeable support, thank you.",32.95
4579,8706,2025-05-29,5,5,5,1,4,Quick response and clear explanation.,6.03
4580,8708,2026-02-10,4,3,4,1,5,"Polite and knowledgeable support, thank you.",4.3
4581,8709,2026-01-20,5,3,4,1,7,"Resolved on the first call, very satisfied.",28.75
4582,8713,2025-11-21,3,4,2,1,5,Issue was resolved but it took a while.,16.76
4583,8715,2025-09-25,4,2,3,1,5,The agent was fine but I had to wait.,50.97
4584,8717,2025-06-04,4,5,5,1,4,"Resolved on the first call, very satisfied.",7.75
4585,8718,2025-12-19,3,3,4,1,5,Agent was friendly and solved my issue quickly.,21.77
4586,8720,2025-09-02,4,3,5,1,5,"Great service, very professional and helpful.",4.46
4587,8721,2026-05-13,3,3,4,1,4,"Polite and knowledgeable support, thank you.",5.78
4588,8722,2026-06-28,4,4,3,1,6,"Great service, very professional and helpful.",10.01
4589,8723,2026-02-02,4,4,3,1,6,Average experience overall.,34.48
4590,8724,2026-06-21,5,5,4,1,10,"Resolved on the first call, very satisfied.",43.41
4591,8725,2025-04-10,5,4,4,0,7,"Polite and knowledgeable support, thank you.",17.82
4592,8726,2026-01-15,5,3,5,1,10,Quick response and clear explanation.,39.02
4593,8730,2025-04-14,3,4,4,1,7,Quick response and clear explanation.,20.17
4594,8731,2025-12-16,4,4,4,1,7,"Polite and knowledgeable support, thank you.",40.76
4595,8732,2025-09-08,5,5,2,1,7,"Resolved on the first call, very satisfied.",14.67
4596,8738,2025-10-04,5,5,3,1,3,"Resolved on the first call, very satisfied.",33.57
4597,8739,2025-09-15,5,5,4,1,8,"Polite and knowledgeable support, thank you.",30.54
4598,8741,2026-08-02,5,5,3,0,5,Quick response and clear explanation.,31.83
4599,8743,2025-08-27,3,2,2,1,1,"Support was okay, nothing exceptional.",27.18
4600,8746,2025-03-23,4,4,4,0,5,The agent was fine but I had to wait.,9.55
4601,8751,2026-06-01,5,5,5,1,10,Agent was friendly and solved my issue quickly.,32.4
4602,8752,2025-01-04,4,4,3,1,5,"Support was okay, nothing exceptional.",25.22
4603,8754,2025-08-12,5,3,4,1,8,"Resolved on the first call, very satisfied.",46.49
4604,8756,2025-04-13,4,3,5,1,6,Agent was friendly and solved my issue quickly.,44.92
4605,8757,2025-03-18,5,5,5,1,6,Agent was friendly and solved my issue quickly.,9.92
4606,8758,2025-09-12,2,3,2,1,6,"Support was okay, nothing exceptional.",30.87
4607,8764,2025-03-29,5,4,5,1,9,"Resolved on the first call, very satisfied.",18.11
4608,8766,2025-05-31,3,4,1,1,6,Issue was resolved but it took a while.,19.33
4609,8770,2026-01-04,5,4,4,1,7,Quick response and clear explanation.,47.45
4610,8772,2025-03-14,2,3,2,1,4,The agent was fine but I had to wait.,19.89
4611,8775,2025-07-29,3,5,3,0,7,"Polite and knowledgeable support, thank you.",45.4
4612,8776,2025-04-26,5,5,4,1,9,Agent was friendly and solved my issue quickly.,20.63
4613,8777,2025-05-08,5,5,5,1,9,Quick response and clear explanation.,51.0
4614,8778,2025-11-22,5,4,4,0,9,"Polite and knowledgeable support, thank you.",25.21
4615,8779,2026-04-19,5,3,2,0,2,"Resolved on the first call, very satisfied.",2.66
4616,8781,2025-05-23,1,1,1,0,1,"Very frustrating experience, poor communication.",35.75
4617,8783,2026-07-27,4,3,3,0,6,"Support was okay, nothing exceptional.",35.21
4618,8785,2026-01-19,5,5,5,1,7,"Resolved on the first call, very satisfied.",3.9
4619,8787,2025-10-19,5,5,4,1,6,"Polite and knowledgeable support, thank you.",15.1
4620,8788,2026-03-20,5,5,4,0,3,"Resolved on the first call, very satisfied.",11.07
4621,8792,2026-03-30,4,5,4,1,8,Agent was friendly and solved my issue quickly.,50.07
4622,8793,2025-05-20,4,5,3,1,6,"Polite and knowledgeable support, thank you.",26.54
4623,8794,2025-01-25,5,5,5,1,8,Agent was friendly and solved my issue quickly.,39.83
4624,8798,2026-04-13,4,4,3,1,5,Average experience overall.,7.88
4625,8799,2026-04-29,4,4,4,1,7,"Great service, very professional and helpful.",15.39
4626,8800,2025-11-25,3,5,3,1,6,Issue was resolved but it took a while.,66.97
4627,8802,2025-05-22,5,5,4,1,5,Agent was friendly and solved my issue quickly.,31.02
4628,8803,2025-10-03,3,3,4,0,4,Average experience overall.,26.35
4629,8804,2025-11-16,4,5,4,1,7,Agent was friendly and solved my issue quickly.,24.25
4630,8805,2026-04-22,4,3,2,1,2,Issue was resolved but it took a while.,7.9
4631,8809,2025-07-29,4,3,4,1,8,"Resolved on the first call, very satisfied.",41.4
4632,8811,2025-11-15,4,4,3,1,8,Agent was friendly and solved my issue quickly.,40.85
4633,8812,2025-04-06,5,5,2,1,5,"Resolved on the first call, very satisfied.",39.04
4634,8813,2026-02-02,4,4,3,1,5,Average experience overall.,59.24
4635,8814,2025-06-04,5,4,5,1,7,"Polite and knowledgeable support, thank you.",27.63
4636,8818,2025-10-03,5,3,3,1,5,"Polite and knowledgeable support, thank you.",9.29
4637,8821,2026-08-12,3,4,2,0,3,"Polite and knowledgeable support, thank you.",0.67
4638,8823,2025-09-15,5,5,5,1,9,Agent was friendly and solved my issue quickly.,17.66
4639,8824,2025-07-23,5,5,4,1,10,"Polite and knowledgeable support, thank you.",14.14
4640,8825,2026-06-06,5,5,5,1,10,"Resolved on the first call, very satisfied.",37.58
4641,8826,2025-02-11,3,3,2,1,5,The agent was fine but I had to wait.,48.89
4642,8828,2026-05-30,4,4,4,1,8,Agent was friendly and solved my issue quickly.,7.99
4643,8830,2025-05-11,5,4,3,0,7,"Polite and knowledgeable support, thank you.",44.6
4644,8831,2026-01-22,4,3,3,0,2,Average experience overall.,5.07
4645,8833,2025-12-31,5,2,2,0,4,Issue was resolved but it took a while.,21.76
4646,8836,2026-06-09,4,3,2,0,7,"Great service, very professional and helpful.",16.33
4647,8838,2025-09-06,4,2,2,0,5,"Resolved on the first call, very satisfied.",41.01
4648,8841,2026-03-07,5,5,4,0,7,Agent was friendly and solved my issue quickly.,9.62
4649,8842,2025-03-23,5,4,3,1,8,"Great service, very professional and helpful.",19.59
4650,8843,2025-04-14,5,3,3,1,5,Issue was resolved but it took a while.,23.57
4651,8845,2025-07-03,3,4,4,0,9,"Resolved on the first call, very satisfied.",27.21
4652,8849,2026-05-09,4,4,5,1,6,"Polite and knowledgeable support, thank you.",30.23
4653,8850,2025-10-01,3,4,3,1,4,Got what I needed eventually.,40.07
4654,8851,2025-05-05,3,4,3,0,6,"Support was okay, nothing exceptional.",40.94
4655,8852,2025-08-22,5,4,5,1,5,"Great service, very professional and helpful.",9.62
4656,8854,2026-06-25,5,5,5,1,6,"Polite and knowledgeable support, thank you.",8.38
4657,8855,2026-07-03,4,4,4,1,10,"Great service, very professional and helpful.",4.95
4658,8857,2025-07-30,4,4,3,0,6,"Resolved on the first call, very satisfied.",38.72
4659,8860,2025-06-01,5,5,5,1,8,Quick response and clear explanation.,5.47
4660,8862,2026-07-25,4,5,4,1,8,"Great service, very professional and helpful.",61.03
4661,8863,2026-03-11,5,4,5,1,6,"Polite and knowledgeable support, thank you.",47.42
4662,8864,2026-08-04,4,4,3,1,4,"Polite and knowledgeable support, thank you.",38.3
4663,8865,2026-06-24,5,5,5,1,8,Quick response and clear explanation.,14.98
4664,8866,2026-01-17,4,4,3,1,6,"Polite and knowledgeable support, thank you.",53.21
4665,8867,2025-09-10,5,4,3,1,2,Issue was resolved but it took a while.,27.64
4666,8868,2025-04-30,5,4,4,1,5,"Polite and knowledgeable support, thank you.",16.26
4667,8869,2026-02-21,2,3,3,0,4,Issue was resolved but it took a while.,54.01
4668,8870,2026-02-10,5,5,4,1,10,"Polite and knowledgeable support, thank you.",15.94
4669,8872,2025-03-25,3,3,2,1,0,"Very frustrating experience, poor communication.",35.33
4670,8874,2026-04-30,4,4,4,1,7,"Resolved on the first call, very satisfied.",5.38
4671,8880,2025-05-28,4,4,4,1,7,Average experience overall.,22.21
4672,8881,2026-04-30,5,4,5,1,5,Agent was friendly and solved my issue quickly.,25.11
4673,8882,2025-08-04,5,5,4,1,7,Agent was friendly and solved my issue quickly.,25.74
4674,8883,2026-03-13,5,4,4,1,6,"Resolved on the first call, very satisfied.",40.28
4675,8888,2026-01-12,5,4,4,1,10,Quick response and clear explanation.,54.21
4676,8890,2026-07-04,3,4,2,1,3,Quick response and clear explanation.,25.39
4677,8892,2026-07-18,2,3,1,1,2,Waited far too long and the problem is still not fixed.,37.19
4678,8894,2026-03-20,5,3,2,1,7,Agent was friendly and solved my issue quickly.,34.95
4679,8896,2026-03-07,5,4,4,1,6,Agent was friendly and solved my issue quickly.,16.05
4680,8897,2025-10-08,5,4,5,1,3,"Resolved on the first call, very satisfied.",19.33
4681,8898,2025-08-19,4,3,4,1,6,The agent was fine but I had to wait.,48.47
4682,8899,2025-10-13,4,5,5,1,9,Quick response and clear explanation.,8.53
4683,8900,2025-11-13,3,3,4,1,6,Quick response and clear explanation.,1.94
4684,8901,2026-08-01,5,5,4,1,10,Quick response and clear explanation.,45.61
4685,8902,2025-08-06,4,4,5,1,6,Quick response and clear explanation.,7.85
4686,8903,2025-06-16,5,5,3,1,5,"Great service, very professional and helpful.",2.24
4687,8904,2025-03-24,5,5,5,1,6,"Great service, very professional and helpful.",25.33
4688,8906,2025-09-21,5,4,3,1,5,"Resolved on the first call, very satisfied.",40.38
4689,8907,2026-02-02,5,4,5,1,8,Quick response and clear explanation.,8.12
4690,8908,2026-06-06,5,5,3,1,9,Quick response and clear explanation.,29.75
4691,8910,2025-04-29,5,5,4,0,7,Quick response and clear explanation.,63.09
4692,8911,2026-07-22,5,3,5,1,10,"Resolved on the first call, very satisfied.",19.06
4693,8912,2026-03-30,5,4,4,0,5,Agent was friendly and solved my issue quickly.,28.86
4694,8913,2025-07-31,4,5,4,1,3,"Polite and knowledgeable support, thank you.",25.32
4695,8914,2025-10-23,5,5,3,1,6,Quick response and clear explanation.,2.52
4696,8915,2026-07-11,3,5,5,1,8,"Great service, very professional and helpful.",32.77
4697,8916,2025-11-12,4,3,1,1,1,"Support was okay, nothing exceptional.",43.9
4698,8919,2025-02-03,4,5,4,1,6,"Resolved on the first call, very satisfied.",25.22
4699,8920,2025-10-22,5,4,4,1,7,"Resolved on the first call, very satisfied.",39.2
4700,8921,2025-10-17,5,5,5,1,10,Agent was friendly and solved my issue quickly.,4.18
4701,8926,2026-06-11,5,5,5,1,7,"Great service, very professional and helpful.",0.4
4702,8929,2026-01-27,5,4,4,0,6,"Polite and knowledgeable support, thank you.",1.1
4703,8930,2025-08-17,3,2,3,0,3,The agent was fine but I had to wait.,6.82
4704,8931,2026-01-23,5,3,3,0,3,"Resolved on the first call, very satisfied.",42.52
4705,8932,2025-01-16,1,4,1,1,6,Average experience overall.,17.14
4706,8933,2025-09-11,4,4,4,1,10,"Resolved on the first call, very satisfied.",39.73
4707,8942,2025-12-05,3,5,4,1,8,"Polite and knowledgeable support, thank you.",37.6
4708,8945,2026-01-12,5,5,4,1,9,"Resolved on the first call, very satisfied.",26.18
4709,8948,2026-05-19,5,3,4,1,6,"Resolved on the first call, very satisfied.",31.17
4710,8950,2025-01-21,5,4,5,1,8,"Resolved on the first call, very satisfied.",23.81
4711,8951,2026-07-31,4,5,4,1,5,Quick response and clear explanation.,12.05
4712,8953,2025-08-22,4,4,4,0,4,"Resolved on the first call, very satisfied.",16.43
4713,8955,2025-07-31,5,5,5,1,8,Agent was friendly and solved my issue quickly.,16.21
4714,8959,2025-10-29,3,4,4,0,6,"Great service, very professional and helpful.",7.16
4715,8960,2025-09-11,3,4,3,1,6,Issue was resolved but it took a while.,21.16
4716,8961,2025-09-12,3,3,1,0,2,Had to contact you multiple times for the same issue.,49.68
4717,8963,2025-01-12,5,3,5,0,6,Agent was friendly and solved my issue quickly.,38.47
4718,8964,2026-04-20,3,3,2,1,7,Quick response and clear explanation.,35.54
4719,8965,2026-05-13,4,4,3,1,8,"Polite and knowledgeable support, thank you.",23.88
4720,8966,2026-05-14,5,4,5,1,4,"Resolved on the first call, very satisfied.",5.34
4721,8967,2025-05-19,5,5,4,1,8,"Great service, very professional and helpful.",47.99
4722,8971,2025-06-04,4,5,5,1,8,Quick response and clear explanation.,17.91
